Speed,Epoch,Fold,Loss,Accuracy,Validation Loss,Validation Accuracy
PGB_20_0,1,1,3.6607706546783447,0.5069937705993652,1.356371521949768,0.736771285533905
PGB_20_0,2,1,1.199275016784668,0.6972684264183044,0.867348849773407,0.8554840683937073
PGB_20_0,1,2,3.6558053493499756,0.5118294954299927,1.9911633729934692,0.6210193037986755
PGB_20_0,2,2,1.0550683736801147,0.7688395380973816,2.455939292907715,0.4868896007537842
